"ISO","Cases_Resistance_All","Cases_Resilience_All","Cases_Reduction_All","Cases_R2_fit_All","Tests_Resistance_All","Tests_Resilience_All","Tests_Reduction_All","Tests_R2_fit_All","Deaths_Resistance_All","Deaths_Resilience_All","Deaths_Reduction_All","Deaths_R2_fit_All","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean_Cases_All","Stringency_Max_Cases_All","Stringency_Mean_Tests_All","Stringency_Max_Tests_All","Stringency_Mean_Deaths_All","Stringency_Max_Deaths_All","Stringency_Diff_Cases_All","Stringency_Diff_Tests_All","Stringency_Diff_Deaths_All","Stringency_DiffMax_Cases_All","Stringency_DiffMax_Tests_All","Stringency_DiffMax_Deaths_All","Stringency_DiffPreIn_Cases_All","Stringency_DiffPreIn_Deaths_All","Stringency_DiffOutIn_Cases_All","Stringency_DiffOutIn_Deaths_All","Stringency_Diff_MinMax_PreIn_Cases_All","Stringency_Diff_MinMax_PreIn_Deaths_All","Stringency_Diff_MinMax_OutIn_Cases_All","Stringency_Diff_MinMax_OutIn_Deaths_All","Stringency_Mean_Cases_Out","Stringency_Mean_Deaths_Out","Stringency_Min_Cases_Out","Stringency_Min_Deaths_Out","Stringency_Mean_Full","Stringency_Max_Full","Population","Pop_Dens","Country_Size","Median_Age","Aged_65_Older","Aged_70_Older","GDP_per_Capita","Extreme_Poverty","Cardio_Death_Rate","Diabetes_Prev","Female_Smokers","Male_Smokers","Handwashing_Facilities","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Latitude","Avg_Temp","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence","Most_Trusted","Conf_Government","Conf_Politicians","Conf_Parliament","Conf_WHO","Conf_Universities","Conf_Elections"
"IDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2829090909091,55.9335546875,8.33,8.33,56.2969102990033,80.09,273523621,145.725,1876984.87562189,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.694,2.50131845474243,25.85,78,14,46,48,62,38,4.6,0.711512717536814,0.41446923597025,0.517206477732794,0.728650137741047,0.727671048196832,0.658308258107656
"IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0391176470588,67.0472384937239,0,0,67.4123003194888,100,1380004385,450.419,3063823.6508673,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.64,21.1222903728485,23.65,77,48,56,40,51,26,NA,NA,NA,NA,NA,NA,NA
"IRL",-0.000183596082138671,0.0310178641244369,NA,0.954505651333385,-0.0614924403788892,0.0225217958973339,NA,0.970119209205828,NA,NA,NA,NA,294,295,NA,81.48,81.48,81.48,81.48,NA,NA,23.4046078431373,23.4046078431373,NA,23.4046078431373,23.4046078431373,NA,27.0356896551724,NA,36.7318181818182,NA,42.59,NA,81.48,NA,44.7481818181818,53.4444670050761,0,0,58.0753921568627,90.74,4937796,69.874,70667.1437158314,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.938,53.4197750091553,9.3,28,70,68,35,24,65,NA,NA,NA,NA,NA,NA,NA
"IRN",NA,NA,NA,NA,NA,NA,NA,NA,-2.46211131545762e-06,0.015118004238164,0.413539651837524,0.974155498900656,NA,NA,204,NA,NA,NA,NA,60.0534146341463,61.57,NA,NA,11.616183363788,NA,NA,11.616183363788,NA,13.8443521341463,NA,15.1061376388412,NA,19.9,NA,61.57,47.9513427561837,44.9472769953052,0,0,48.4372312703583,70.83,83992953,49.831,1685556.24009151,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,NA,1.5,76.68,0.798,32.4353275299072,18.25,58,41,43,59,14,40,14.8,0.471634776770728,0.432200480604188,0.548178413346953,0.612273361227336,0.662951705504897,0.612169842861919
"IRQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.999914893617,68.9598192771084,0,0,71.0932352941176,96.3,40222503,88.125,456425.565957447,20,3.186,1.957,15663.986,2.5,218.612,8.83,NA,NA,94.576,1.4,70.6,0.685,33.2177734375,21.4,NA,NA,NA,NA,25,17,11,0.241545893719807,0.148728665970045,0.160364145658263,0.437352245862884,0.388948690348044,0.192758253461129
"ISL",-0.000212981684981685,0.0501331982950195,0.822853604843148,0.978182795951278,-0.0387960178125947,0.0275489442329264,0.575796609753303,0.969638703307283,-1.75824175824176e-06,0.121840956500551,0.907407407407407,0.795935399292517,291,294,312,50.0241463414634,52.78,50.7216666666667,52.78,52.78,52.78,9.34042839274547,10.0379487179487,12.0962820512821,12.0962820512821,12.0962820512821,12.0962820512821,8.63701300813008,9.94244680851064,13.9730912955919,14.1714925373134,15.74,15.74,41.67,41.67,36.0510550458716,38.6085074626866,11.11,11.11,40.6837179487179,53.7,341250,3.404,100249.706227967,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.935,64.9663829803467,1.75,NA,NA,NA,NA,28,67,62.3,0.378139850644942,0.339103869653768,0.431412200876306,NA,NA,NA
"ISR",-0.000599532715517147,0.0568326171204552,0.873832207936361,0.962794379842457,-0.111023533580509,0.0466197316841365,0.826488509026629,0.964196250766335,-4.18229201386719e-06,0.0336614959239611,0.760170768458061,0.961352087860686,269,267,278,74.4982608695652,85.19,74.8664583333333,85.19,70.4864583333333,85.19,14.3961522433671,14.7643497071352,10.3843497071353,25.0878913738019,25.0878913738019,10.3843497071353,15.3435992154299,11.8319422043011,21.839450296878,17.7698228193146,50.93,50.93,85.19,85.19,52.6588105726872,52.7166355140187,0,0,60.1021086261981,94.44,8655541,402.606,21498.787896852,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.903,31.4545402526855,20.2,13,54,47,81,38,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.430145631068,55.833097826087,2.78,2.78,60.0896753246753,93.52,60461828,205.859,293705.050544305,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.88,41.8849868774414,13.45,50,76,70,75,61,30,26.6,0.334015694302286,0.25922131147541,0.359945411122484,NA,NA,NA
"JAM",-4.86025582533337e-05,0.0267506814644779,0.632851584213452,0.985544359826445,-0.233355219960604,0.023150697131929,0.629296331637845,0.954579073091013,-1.29678865823236e-06,0.0248935223461168,0.614583333333333,0.908628959627746,267,272,280,71.8993023255814,78.7,70.293125,78.7,69.1363888888889,71.3,7.42635918176869,5.82018185618729,4.66344574507617,14.2270568561873,14.2270568561873,4.66344574507617,1.0853023255814,-4.21060411810411,13.1138817648337,8.55533625730994,13.89,6.48999999999999,78.7,71.3,58.7854205607477,60.5810526315789,0,0,64.4729431438127,87.04,2961161,266.879,11095.5189430416,31.4,9.684,6.39,8193.571,NA,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.732,18.1185789108276,24.95,45,39,68,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4788562091503,100,10203140,109.285,93362.675573043,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,NA,NA,NA,1.4,74.53,0.735,31.2813472747803,19.3,NA,NA,NA,NA,16,43,15.9,0.396544954848842,0.139686684073107,0.143769968051118,0.444963655244029,0.384331116038433,0.216159496327387
"JPN",-9.42689271073673e-06,0.0219197749617859,0.603012715134029,0.960189763036175,-0.0694747150570684,0.0172631231261111,0.655228604927502,0.979974663663808,-1.00888340816755e-07,0.0210654478468195,0.576802507836991,0.947550940092976,221,210,240,34.3383333333333,38.89,34.2146666666667,38.89,35.0148979591837,38.89,0.229352441613585,0.10568577494692,0.905917067463925,4.78101910828025,4.78101910828025,0.905917067463925,5.63340375586854,4.12329795918367,2.43399543378995,1.06229591836735,12.96,12.96,36.11,36.11,31.9043378995434,33.9526020408163,2.78,2.78,34.1089808917197,47.22,126476458,347.778,363670.094140515,48.2,27.049,18.493,39002.223,NA,79.37,5.72,11.2,33.7,NA,13.05,84.63,0.909,34.8877925872803,11.15,54,46,95,92,88,42,33.7,0.452898550724638,0.391912320483749,0.412290502793296,0.601990049751244,0.561632976615141,0.472005932517612
"KAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1344725738397,64.818024691358,0,0,68.0329260450161,92.13,18776707,6.681,2810463.55336028,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8,47.9991207122803,6.4,NA,NA,NA,NA,NA,NA,22.8,0.628192032686415,0.560699588477366,0.606310013717421,0.576670529161839,0.603933536792133,0.573809523809524
"KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5292647058824,64.7856227758007,2.78,2.78,65.4188178913738,88.89,53771300,87.324,615767.715633732,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.59,0.399951219558716,24.75,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.507459807074,92.13,6524191,32.333,201781.183311168,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.672,41.223949432373,1.55,NA,NA,NA,NA,66,39,12.8,0.490655793408087,0.37396694214876,0.390946502057613,0.629222629222629,0.563467492260062,0.380662609871535
"KHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8945307443366,68.52,16718971,90.672,184389.568995941,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.582,12.5581541061401,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,53192,212.865,249.886078030677,NA,NA,NA,24654.385,NA,NA,12.84,NA,NA,NA,2.3,76.23,0.778,17.3135004043579,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",-5.11730409279196e-06,0.0341591155001248,0.713675865223357,0.961464340818048,-0.0194366361542712,0.031015225253226,0.568755348404433,0.977737261784333,-6.31958578313994e-08,0.0146531297984453,0.518518518518519,0.835099331750994,238,231,261,51.9904651162791,60.19,50.46,50.46,51.6677083333333,60.19,3.09148098929494,1.56101587301588,2.76872420634921,11.2910158730159,1.56101587301588,2.76872420634921,4.25187007495676,2.72217641843972,8.09468529976531,6.27292109929078,20.38,15.28,60.19,60.19,43.8957798165138,45.3947872340426,0,0,48.8989841269841,82.41,51269183,527.967,97106.7945534475,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.903,35.9124736785889,11.5,60,18,39,85,100,29,32.9,0.492333333333333,0.365666666666667,0.319666666666667,0.613613613613614,0.558333333333333,0.556666666666667
"KWT",-0.000176257790834604,0.0254630058442284,NA,0.981639200585816,-0.152341178628854,0.0111596509966274,NA,0.919307191018059,-1.37686764016829e-06,0.0210739801912579,NA,0.980155452458058,305,272,292,62.96,62.96,63.1365079365079,65.74,62.96,62.96,-3.47594249201278,-3.29943455550485,-3.47594249201278,-3.47594249201278,-0.69594249201279,-3.47594249201278,-0.179354838709678,-1.85333333333333,4.09291390728477,2.24691860465116,0,0,57.4,57.4,58.8670860927152,60.7130813953488,5.56,5.56,66.4359424920128,100,4270563,232.128,18397.44882134,33.7,2.345,1.114,65530.537,NA,132.235,15.84,2.7,37,NA,2,75.49,0.803,29.3152351379395,25.35,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"LAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6509935897436,96.3,7275556,29.715,244844.556621235,24.4,4.029,2.322,6397.36,22.7,368.111,4,7.3,51.2,49.839,1.5,67.92,0.601,18.2082276344299,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7186330935252,53.6132295719844,0,0,58.8708012820513,87.04,6825442,594.561,11479.8010633055,31.1,8.514,5.43,13367.565,NA,266.591,12.71,26.9,40.7,NA,2.9,78.93,0.757,33.877197265625,17.4,80,38,53,68,23,34,9.9,0.302755376344086,0.253360215053763,0.273063973063973,0.275724637681159,0.428376068376068,0.272233536999321
"LBR",-3.94647582279374e-06,0.0339184352595557,0.937875751503006,0.959084228651594,NA,NA,NA,NA,-2.9262445980635e-07,0.0675006464709665,1,0.90985126612403,178,NA,192,65.7114736842105,79.63,NA,NA,66.2604347826087,73.15,6.79637564499485,NA,7.34533674339301,20.7149019607843,NA,7.34533674339301,-16.5340263157895,-11.3711652173913,13.0334007675439,17.2582739785886,0,0,79.63,73.15,52.6780729166667,49.0021608040201,0,0,58.9150980392157,87.96,5057677,49.127,102951.065605472,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.435,6.44450712203979,25.3,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"LBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1955271565495,100,6871287,3.623,1896573.83383936,29,4.424,2.816,17881.509,NA,341.862,10.43,NA,NA,NA,3.7,72.91,0.706,26.339282989502,21.8,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"LCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,183629,293.187,626.320403019233,34.9,9.721,6.405,12951.839,NA,204.62,11.62,NA,NA,87.202,1.3,76.2,0.747,13.9054684638977,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,-Inf,38137,237.012,160.907464600948,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.916,47.1640625,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0015887850467,36.6571673819742,0,0,48.5665814696486,100,21413250,341.955,62620.0815896829,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.77,7.88103032112122,26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LSO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7390760869565,50.9615962441315,0,0,53.4030990415335,90.74,2142252,73.562,29121.720453495,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,NA,54.33,0.52,29.6120109558105,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1569545454545,39.6798611111111,0,0,45.3028246753247,87.04,2722291,45.135,60314.4123185998,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,55.1520748138428,6.2,42,60,19,65,82,16,31.7,0.441951566951567,0.317134629229662,0.354624781849913,NA,NA,NA
"LUX",-0.000140899970605902,0.0305672539792167,0.513378684807256,0.96504732405213,-0.00999825001458321,0.0153790053671018,1.374344562397,0.751026953406284,-7.66802561120554e-07,0.0953273448237471,1,0.90057151410569,202,215,215,25.1046153846154,34.26,30.8122222222222,34.26,34.8207142857143,43.52,-16.206534775129,-10.4989279375222,-6.49043587403012,-7.05115015974441,-7.05115015974441,-6.49043587403012,-5.27091653027823,7.3384335839599,-10.4504755244755,-1.47084126984127,23.15,32.41,34.26,43.52,35.5550909090909,36.2915555555556,0,0,41.3111501597444,79.63,625976,231.447,2704.61920007604,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,49.806324005127,8.65,40,60,50,70,64,56,NA,NA,NA,NA,NA,NA,NA
"LVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6957657657658,39.0862127659574,0,0,44.1977597402597,69.44,1886202,31.212,60431.9492502884,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.847,56.8654766082764,5.6,44,70,9,63,69,13,NA,NA,NA,NA,NA,NA,NA
"MAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2143956043956,54.8114457831325,0,0,62.6275961538462,93.52,36910558,80.08,460921.053946054,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,NA,1.1,76.68,0.667,28.6752920150757,18.1,70,46,53,68,14,25,NA,NA,NA,NA,NA,NA,NA
"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.005,NA,0,NA,16.5806896551724,22.22,39244,19347.5,2.02837575914201,NA,NA,NA,NA,NA,NA,5.46,NA,NA,NA,13.8,86.75,NA,43.7513179779053,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6411724137931,54.1430708661417,0,0,56.0764169381107,87.04,4033963,123.655,32622.7245157899,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.7,46.9640865325928,9.45,NA,NA,NA,NA,71,19,NA,NA,NA,NA,NA,NA,NA
"MDG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5325,52.185614973262,0,0,51.4162057877814,95.37,27691019,43.951,630042.979681919,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,NA,NA,50.54,0.2,67.04,0.519,18.8250484466553,22.65,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"MDV",-0.000242423345456967,0.0191733930395394,0.732905982905983,0.980586659171865,-0.120921305182342,0.0233365355359801,0.805598257013794,0.985388340854577,-8.87997602406474e-07,0.031767401371087,0.916666666666667,0.769877433066229,226,226,225,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,NA,NA,Inf,Inf,NA,-Inf,540542,1454.433,371.651358295638,30.6,4.12,2.875,15183.616,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.717,3.73852550983429,27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.07265917603,46.9394339622642,0,0,55.7281402439024,82.41,128932753,66.444,1940472.47306002,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.774,23.63037109375,21,81,30,69,82,24,97,10.5,0.22655989322656,0.168835502168835,0.208839406207827,0.468826192964124,0.570947084597236,0.250755287009063
"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,59194,295.15,200.55564966966,NA,NA,NA,3819.202,NA,557.793,30.53,NA,NA,82.502,2.7,73.7,0.708,8.48422861099243,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MKD",-7.13264022885887e-05,0.0058629389677839,0.295558546433378,0.961382398830345,-0.135983975206924,0.00894165750449776,0.450395571652786,0.971680426072053,-3.45592258733404e-06,0.0149767573260705,0.561111111111111,0.951342929827371,187,168,176,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,NA,NA,Inf,Inf,NA,-Inf,2083380,82.6,25222.5181598063,39.1,13.26,8.16,13111.214,5,322.688,10.08,NA,NA,NA,4.28,75.8,0.757,41.6040287017822,9.8,NA,NA,NA,NA,62,35,15.1,0.295610425240055,0.256143994461752,0.345373237014104,NA,NA,NA
"MLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9844578313253,38.4444491525424,0,0,41.5542156862745,72.22,20250834,15.196,1332642.40589629,16.4,2.519,1.486,2014.306,NA,268.024,2.42,1.6,23,52.232,0.1,59.31,0.427,17.5694332122803,28.25,NA,NA,NA,NA,20,43,NA,NA,NA,NA,NA,NA,NA
"MLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,-Inf,441539,1454.037,303.66421212115,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.878,35.947998046875,20.2,56,59,47,96,47,66,NA,NA,NA,NA,NA,NA,NA
"MMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.107456445993,64.3399312714777,0,0,65.4900958466454,86.11,54409794,81.721,665799.415083026,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.578,19.1962156295776,13.05,NA,NA,NA,NA,NA,NA,15.1,0.700700700700701,0.584333333333333,0.640666666666667,0.817666666666667,0.707666666666667,0.661666666666667
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,628062,46.28,13570.9161624892,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.814,42.7057113647461,10.55,NA,NA,NA,NA,75,20,21.7,0.401273885350318,0.357920618194591,0.4022622834924,NA,NA,NA
"MNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5033226837061,90.74,3278292,1.98,1655703.03030303,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.741,46.8563957214355,-0.7,NA,NA,NA,NA,75,20,NA,NA,NA,NA,NA,NA,NA
"MOZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7063008130081,51.0757679180887,0,0,51.7434615384615,80.56,31255435,37.728,828441.343299406,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437,18.6629886627197,23.8,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"MRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1582291666667,36.6243083003953,0,0,39.1952287581699,77.78,4649660,4.289,1084089.53135929,20.3,3.138,1.792,3597.633,6,232.347,2.42,NA,NA,15.95,NA,64.92,0.52,21.0156493186951,27.65,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"MUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5633579335793,23.9158208955224,0,0,32.0034405144695,82.41,1271767,622.962,2041.48407125956,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,NA,3.4,74.99,0.79,20.2515630722046,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
